Keyword Searched,App Name,App ID,Seller,Price,Average Rating,Rating Count,Genre,App URL,Description
asthma management,AsthmaTuner,1353823931,Medituner AB,Free,0,0,Medical,https://apps.apple.com/us/app/asthmatuner/id1353823931?uo=4,"Optimize Treatment
Asthma is a variable condition that is affected by different factors. The treatment needs to be adjusted more often than patients are able to meet with their healthcare provider. AsthmaTuner gives you the tools to treat your Asthma and tailors your medication to how you are currently feeling.

Quickly Receive an Evaluation
When you blow into the spirometer, your lung function is recorded in the app. AsthmaTuner measures a value called FEV1 and is the same used by your asthma specialist at evaluations. Answer four questions about your symptoms and receive an evaluation whenever and wherever you want.

Follow your Asthma over Time
Your values are saved as you go so that you can gain insights into how you’ve been feeling over time.

Pollen and Weather Tracking
We track pollen and weather, select the types that affect you and we'll keep an eye on them

Reminders
Set reminders so you never forget to take your medicine or test your lung function.

Follow friends and family
Does your loved one have asthma? Create an account for them and follow their asthma from your own phone.

Share Information
You can share your asthma stats and information with your healthcare provider, making it easy for them to adjust your treatment. AsthmaTuner facilitates consultations with healthcare providers over the phone or video call.

MediTuner AB
MediTuner is the maker of AsthmaTuner and our goal is to be world-leading in educating patients and everyday at-home care of asthma. AsthmaTuner is a patented self-care system that connects patients with asthma specialists for better healthcare."
asthma management,QIoT Connected Asthma,1592291663,QIoT,Free,0,0,Health & Fitness,https://apps.apple.com/us/app/qiot-connected-asthma/id1592291663?uo=4,"The QIoT Connected Asthma App lets you easily manage your asthma in one place.
It’s a simple to use App that records your inhaler usage, compares your Peak Flow Test against your Peak Flow Baseline, and alerts you to the results (Zones 1 to 4) with next step messages.


The App records your Asthma Control Test results once a month and allows you to record any changes in your Steroid doses.
You can also analyse historic results of Peak Flow, Steroid Usage and ACT tests with our on-App reports, helping you to identify never before seen trends in your asthma management.
Seasonal Live Pollen Forecasts based on the exact location of your App to help you avoid attacks.
You can then show your actual results to your Doctor or Asthma Nurse to help them to support your longer term asthma management."
asthma management,AYRA,1613338440,HIKE HEALTH,Free,5,2,Medical,https://apps.apple.com/us/app/ayra/id1613338440?uo=4,"Your Digital assistant for Asthma Management 

The first Smart Asthma action plan generator 


For Health care Providers! 

Smart Asthma action Plan 

Do you find it difficult to write an asthma action plan? 

Time consuming! No one size fits all! 

% of patients are only prescribed an asthma action plan! 

Restricted by regulatory daily limits of various inhaled medications! 

Identify at-risk patients – access to real time data  

Peak flow diaries with reminders 

Inhaler techniques! Videos tailored for patient understanding. 

Medication reminders 

Get your patient registered today ! 
 

Built By pulmonologists for Physicians to ease your practice and help patients manage their asthma 

 

For patients! 

 

Do you feel the need to consult a doctor when your asthma worsens? 

Do you know what to do if your Asthma worsens? 

Do you struggle to find your personalized asthma action plan when you need it? 

Do you feel that at time you are forgetting the correct inhaler technique? 

Ayr 4 Asthma is your smart asthma action plan available to you wherever you are! 

Your Personalized asthma action Plan to control your asthma symptoms better. 

Keeping a record of your Peak flow has never been easier before! 

Quick and intuitive access when you most need it. 

Asthma action plans can keep you out of the hospital! 

Medication Reminders 

Ask your Doctor today about Ayr 4 Asthma  

 

How does it work? 4 EASY STEPS 

 

Input the inhaler name 

Input peak flow values (if you have them) 

Generate your asthma action plan 

Register your patient in quick easy steps – Patient text message invitation 

Patient views Asthma action plan, peak flow diary, inhaler techniques, FAQ’s 

 

Secure & Confidential 

 

We take your privacy seriously. Your information is 100% secure, confidential and compliant with Health Insurance Portability and Accountability Act of 1996 (HIPAA)."
asthma management,AsthmaGo,1576739743,CMI Health Inc.,Free,4.66667,12,Health & Fitness,https://apps.apple.com/us/app/asthmago/id1576739743?uo=4,"THIS APP REQUIRES AT LEAST ONE OF THE FOLLOWING CMI HEALTH DEVICES:
- SpiroLink®
- Oxyknight® Watch
- Oxyknight® Watch Lite
- CMI Health Fingertip Oximeter PC-60FW

AsthmaGo™ App is CMI Health's latest solution to put YOU, the patient in the driver's seat for Asthma Management. Connect to multiple CMI devices to AsthmaGo™ and manage records and activities with your mobile phone.

FEATURES 

CONVENIENT TESTING AT HOME OR ON THE GO:  
Test lung functions with the SpiroLink® smart spirometer. Test spot-check or continuous pulse oximetry with Oxyknight® Watch or Fingertip oximeter.

STANDARD SPIROMETRY TEST:  
By performing 3 tests in a row, the AsthmaGo™ App will generate a standard spirometry test report with predicted values using your personal respiratory data.  
 
MANAGE RECORDS, REPORTS, AND TRENDS: Generate test reports and trend graphs in the palm of your hand. All of a user’s test records are automatically uploaded and saved in the cloud. This allows a user to better manage Asthma conditions over time by providing the means to better track and identify trends. 

SHARE REPORTS:  
With one click, you can share any of the reports generated with your physician or family members.
 
HEALTH ASSESSMENT AND LOGS: 
The officially licensed Asthma Control Test (ACT) is available in the App according to the user. Additionally, the in-app log makes it easy for users to track their medications, symptoms, and activities for future reference. 

All compatible devices are FDA-cleared for personal use in the United States.

Disclaimers:
The AsthmaGo™ App does not provide any diagnosis. In any case, consult your doctor before you need to make any medical decisions."
asthma management,Our Journey with Asthma,969458324,"PHOENIX CHILDREN'S HOSPITAL, INC",Free,5,4,Medical,https://apps.apple.com/us/app/our-journey-with-asthma/id969458324?uo=4,"The Emily Center at Phoenix Children’s Hospital presents Our JourneyTM with Asthma as a tool to help families of children diagnosed with asthma identify what they need to know before taking their child home from the hospital. Parts of this app may also be applied to a clinic or emergency room visit.

When a child is in the hospital, parents can be overwhelmed by nurses and doctors rushing around, speaking medical jargon. Sometimes health care providers think they are clearly communicating, but don’t check to make sure you understand their instructions. If you are able to teach back the information in your own words, you can be confident you do understand.

The Our JourneyTM with Asthma app is designed to:
— Be used from the time of admission throughout hospitalization, to facilitate conversations
between families and the health care team.
— Help parents identify what they need to know before going home.
— Give parents a safe way to admit what they don’t know or understand, and ask questions.
— Cue families on what they need to teach back to or demonstrate for their nurse or doctor.
This gives the health care provider an opportunity to confirm information and skills and correct misunderstandings.
— Help families feel confident that they can safely care for their child at home after discharge
from the hospital, know the signs of possible problems, and know how to respond.

About The Emily Center at Phoenix Children’s Hospital:
Founded in 1990, the Center is named after Emily Anderson. Emily fought a rare form of leukemia for four years before losing her battle a few days before her seventh birthday.
Frustrated by the lack of easy to understand information about Emily’s illness, her parents founded The Emily Center so that families of sick children would always have access to pediatric health information that is accurate, easy to understand, and free of charge to Arizona’s families. http://www.emilycenter.org and on Twitter @emilycenter

The Our JourneyTM with Asthma mobile app has been funded by a grant from Cox."
asthma management,Asthma Tracker゜,6444343217,Adam Cziko,Free,4.6087,69,Lifestyle,https://apps.apple.com/us/app/asthma-tracker/id6444343217?uo=4,"Track asthma and take charge of your health.
Track your inhaler usage, follow symptoms, take measurements, write notes and visualize it all by a single tap!

Want to share it with your doctor? No problem, just generate a printable report!
Want to personalize your tracking? Our tracker is fully customizable, modify it to your liking!

HOW ASTHMA TRACKER° WORKS

- Count your inhaler usage
- Track your symptoms
- Log your peak flow meter measurements
- Define your own symptoms, treatments and measurements
- Write notes
- Have an easy overview of how you are doing
- Recognize new trends
- Analyze your statistics over time
- Create PDF or CSV reports and share them with your doctor
- Collect new achievements
- Stay on track with daily reminders
- Lock your journal with Face ID or Touch ID

We value your privacy. Your journal entries are just yours, only accessible with your device.

Consult with your doctor if you are experiencing any symptoms of an illness.
This software is not a replacement of a medical treatment. It is intended for informational purposes only and comes with no warranty.
You can read the terms of use and privacy policy here:
http://adamcziko.com/asthma-tracker-privacy-policy-and-terms-of-use/

The app includes a premium subscription possibility.
The subscription is automatically renewed after each subscription period.
Want to get to know more about your current subscription, or you want to cancel it?
You can get all the information by visiting the following page:
https://support.apple.com/en-us/HT202039"
asthma management,My Pollen Forecast - Allergies,1244428929,JRustonApps B.V.,Free,4.69137,25438,Health & Fitness,https://apps.apple.com/us/app/my-pollen-forecast-allergies/id1244428929?uo=4,"My Pollen Forecast is the best app for tracking the pollen count and your allergens. With a sleek modern design, you can view hayfever forecasts for the upcoming days and keep a diary of your symptoms. By using the app you will become more prepared for any allergy or asthma difficulties you could experience.

- Shows a map where you can see which areas have the highest pollen count!
- Several day pollen forecast including temperature, wind and humidity!
- Use the app as a tracker for how you feel to monitor your symptoms over time.
- Discover which pollens you are most allergic to by adding diary entries frequently.
- Receive push notifications when the pollen count is expected to be high!
- Full support for the latest iPhone and iPad models.

If you want the most efficient way of keeping up with pollen forecasts and counts, then My Pollen Forecast is the right app for you. This version is ad-supported and is similar to apps such as WebMD Allergy and Pollen.com.

* The app currently only supports the contiguous US and the UK. States such as Alaska and Hawaii are unfortunately not supported.*"
asthma management,myAir™ by Resmed,1109518523,Resmed,Free,4.66289,95419,Medical,https://apps.apple.com/us/app/myair-by-resmed/id1109518523?uo=4,"Take charge of your sleep therapy success with myAir™, an exclusive app available to Resmed AirSense™ and AirCurve™ users.

GUIDED SETUP

Whether you set up your equipment at home or in person, myAir helps you get started with confidence and ease. The Personal Therapy Assistant* feature provides interactive voice-guided instructions to help you set up your equipment and fit your mask. myAir's Test Drive* feature helps you get comfortable with therapy using your machine at different levels of air pressure. The app also offers a Library of helpful videos and guides that show you how to set up your specific AirSense or AirCurve machine and Resmed mask, as well as how to get comfortable on therapy.

PERSONALIZED SUPPORT

Getting used to therapy can take a little time, but with the right support you can enjoy a great night's sleep. myAir acts like your personal sleep coach. It guides you through therapy and connects you to the support you need, when you need it.

myAir offers tailored coaching, tips and videos to increase your comfort and success. For example, if you have problems with your mask seal, myAir will provide tips about how to fix it. The app also offers a full Library of helpful videos and guides to answer common questions.

Along the way, you'll get email and push notifications that encourage and support you. With regular check-ins*, myAir proactively prompts you to see how your therapy is going and provides coaching if you have problems. With your prior consent, myAir also shares your therapy insights with your healthcare team* so they can be more connected to your care.

SLEEP THERAPY TRACKING

With myAir, you can easily access your daily sleep therapy data to monitor your therapy progress. Simply log in to see your nightly myAir score, which shows how well you slept on therapy at a glance. Detailed metrics help you track your therapy progress over time. You can also download a therapy summary report to keep for your records or share with your healthcare provider.

INTEGRATED WITH HEALTH APPLICATIONS 

myAir integrates with Apple Health and Health Connect to display the health data you track alongside your Resmed therapy data.

Learn more at Resmed.com/myAir.

*Feature available only with an AirSense 11 machine. Not available with AirSense 10 or AirCurve 10.

Note: myAir is available only for Resmed AirSense and AirCurve machines with built-in wireless connectivity. For the AirMini™ machine, please download the AirMini by Resmed app.

Always seek the advice of a physician or other qualified health provider with any questions you may have regarding a medical condition. If you think you are experiencing a medical emergency, seek immediate medical attention."
asthma management,ASTHMA,1179637672,daren taylor,Free,4.5,4,Health & Fitness,https://apps.apple.com/us/app/asthma/id1179637672?uo=4,"For anyone with asthma this app is a godsend. 

Daily reminder, reminds you to take your preventative each day.

Leave home reminder, reminds you to take you inhaler when you leave home.

Emergency assistance guides you through an episode (asthma attack) to use correct medication and know when to call for the emergency services."
asthma management,Carby Health,1152807572,"Carbon Health Technologies, Inc.",Free,4.79157,16010,Medical,https://apps.apple.com/us/app/carby-health/id1152807572?uo=4,"Great healthcare should be easy and accessible for everyone. That's why Carbon Health helps you get care that doesn't end when you leave the clinic. Our easy-to-use app allows you to book appointments, message your provider, view your health history, and manage your prescriptions — all in one place.
 
With Carbon Health’s mobile app, you can:
 
- Book a virtual or in-person appointment that fits your schedule 
- Get care for your body and mind, whether it's urgent or preventive
- Find a provider that prioritizes you
- Message your care team
- View medical records — including lab results, prescriptions, care plans, X-rays, and more!
- Follow through on your care plan with personalized, easy-to-complete tasks
- Reference upcoming milestones like booking an in-clinic follow up appointment through our health checklists
- Participate in personalized chronic condition programs, including diabetes management (and soon hypertension and asthma)
- Get provider recommendations based on your connected-device health data, including continuous glucose monitoring

To access your medical information, you will need to be a patient of Carbon Health. Join today at https://carbonhealth.com/.

Some of the benefits we offer:
- No membership fees
- Coverage through most insurance plans 
- Telemedicine across the United States
- Timely appointments for COVID-19 antibody and travel testing
 
Have feedback or need help? Select Contact Support within the app."
asthma log,Asthma Manager,930678066,@Point of Care,Free,3.25,4,Medical,https://apps.apple.com/us/app/asthma-manager/id930678066?uo=4,"NOTE: This app now integrates with the Health app so if you choose to also manage certain heart conditions and have an Apple Watch or other device that creates heart rate data, you can now send that data to your doctor through the app giving you full control over which data you send. No health data is collected or sent from device without you specifically doing it.

Getting the Full Picture of Your Asthma 

When you are living with Asthma, the Asthma Manager can help you manage the symptoms that affect you every day. Studies show that people with chronic diseases can positively affect their lives by using @Point of Care apps to track pain, medications, and more—giving a sense of control over their conditions. 

For many, the best part of using Asthma Manager, is seeing moods, pain, medications—even how often they journal—in colorful pie charts. When your health journey is presented this way, it is easier to spot trends, notice strengths, and identify areas of concern.   

When You Download Asthma Manager and Register, You Can:
• Track your progress and symptoms by filling in the daily journal with its sliders and buttons and watch your data transform into easy-to-read charts
• Manage your medications and treatments, including reminders
• Use the photo upload feature to share visible symptoms with care providers
• Connect to care providers so they can monitor your progress between visits and better understand how your condition is affecting you 
• Stay up-to-date with the latest information and news on Asthma when you access the “Learn More” section
• In-app Help guides you through the features so you can get the most out of the app 
• Experience the new animated feature @Points Rewards and accumulate badges by using the app

A Wealth of Medical Expertise Going Back to 1980
Our @Point of Care platform is an award-winning digital technology. It provides mobile, desktop, digital clinical answers at the point of care through Projects In Knowledge™. To be able to connect with you and share your HIPAA-protected information, tell your care provider to download our @Point of Care Suite App or register online at www.atpointofcare.com."
asthma log,Daily Breathe: Asthma Tracker,6477149460,Spotter Limited Liability Company,Free,4.90475,21,Medical,https://apps.apple.com/us/app/daily-breathe-asthma-tracker/id6477149460?uo=4,"Daily Breathe: Created by asthmatics for asthmatics, offering a comprehensive and personalized approach to managing asthma. Our team, having personal experience with asthma, understands the challenges and intricacies of living with this condition. Therefore, we have tailored Daily Breathe to meet the unique needs of the asthma community.

Key Features:

* Peak Flow Tracking: Log your daily peak flow to maintain better control over your asthma.
* Green, Yellow, and Red Zones: Enter your personal best peak flow to know if you need to contact your therapist and adjust treatment. This feature helps you quickly assess your asthma control at a glance and make informed decisions about your health.
* Apple Health Integration: Seamlessly integrate with your iOS Health app to keep all your health data in one place, making it easier for you and your healthcare provider to monitor your asthma.
* Privacy First: Your health data is sensitive, and we prioritize your privacy. We do not process your health data on our servers; you keep full control over it.

You can add an unlimited number of measurements with a paid subscription:
Annual Premium - for 1 year, renewable 
Monthly Premium - for 1 month, renewable

Terms of Use: https://dailybreathe.tilda.ws/en/termsofuse
Privacy Policy: https://dailybreathe.tilda.ws/en/privacypolicy"
asthma log,My Pollen Forecast Pro,1244429473,JRustonApps B.V.,$4.99,4.57039,959,Health & Fitness,https://apps.apple.com/us/app/my-pollen-forecast-pro/id1244429473?uo=4,"My Pollen Forecast Pro is the best app for tracking the pollen count and your allergens. With a sleek modern design, you can view hayfever forecasts for the upcoming days and keep a diary of your symptoms. By using the app you will become more prepared for any allergy or asthma difficulties you could experience.

- Shows a map where you can see which areas have the highest pollen count!
- Several day pollen forecast including temperature, wind and humidity!
- Use the app as a tracker for how you feel to monitor your symptoms over time.
- Discover which pollens you are most allergic to by adding diary entries frequently.
- Receive push notifications either daily or when the pollen count is expected to be high!
- Full support for the latest iPhone and iPad models.
- Pro version offers the same great functionality of My Pollen Forecast but is ad-free, includes widgets and also includes support for Apple Watch to check the pollen count on the go (including an Apple Watch complication)!

If you want the most efficient way of keeping up with pollen forecasts and counts, then My Pollen Forecast Pro is the right app for you. This version is similar to apps such as WebMD Allergy and Pollen.com.

* The app currently only supports the contiguous US and the UK. States such as Alaska and Hawaii are unfortunately not supported.*"
asthma log,Asthma Tracker゜,6444343217,Adam Cziko,Free,4.6087,69,Lifestyle,https://apps.apple.com/us/app/asthma-tracker/id6444343217?uo=4,"Track asthma and take charge of your health.
Track your inhaler usage, follow symptoms, take measurements, write notes and visualize it all by a single tap!

Want to share it with your doctor? No problem, just generate a printable report!
Want to personalize your tracking? Our tracker is fully customizable, modify it to your liking!

HOW ASTHMA TRACKER° WORKS

- Count your inhaler usage
- Track your symptoms
- Log your peak flow meter measurements
- Define your own symptoms, treatments and measurements
- Write notes
- Have an easy overview of how you are doing
- Recognize new trends
- Analyze your statistics over time
- Create PDF or CSV reports and share them with your doctor
- Collect new achievements
- Stay on track with daily reminders
- Lock your journal with Face ID or Touch ID

We value your privacy. Your journal entries are just yours, only accessible with your device.

Consult with your doctor if you are experiencing any symptoms of an illness.
This software is not a replacement of a medical treatment. It is intended for informational purposes only and comes with no warranty.
You can read the terms of use and privacy policy here:
http://adamcziko.com/asthma-tracker-privacy-policy-and-terms-of-use/

The app includes a premium subscription possibility.
The subscription is automatically renewed after each subscription period.
Want to get to know more about your current subscription, or you want to cancel it?
You can get all the information by visiting the following page:
https://support.apple.com/en-us/HT202039"
asthma log,My Pollen Forecast - Allergies,1244428929,JRustonApps B.V.,Free,4.69137,25438,Health & Fitness,https://apps.apple.com/us/app/my-pollen-forecast-allergies/id1244428929?uo=4,"My Pollen Forecast is the best app for tracking the pollen count and your allergens. With a sleek modern design, you can view hayfever forecasts for the upcoming days and keep a diary of your symptoms. By using the app you will become more prepared for any allergy or asthma difficulties you could experience.

- Shows a map where you can see which areas have the highest pollen count!
- Several day pollen forecast including temperature, wind and humidity!
- Use the app as a tracker for how you feel to monitor your symptoms over time.
- Discover which pollens you are most allergic to by adding diary entries frequently.
- Receive push notifications when the pollen count is expected to be high!
- Full support for the latest iPhone and iPad models.

If you want the most efficient way of keeping up with pollen forecasts and counts, then My Pollen Forecast is the right app for you. This version is ad-supported and is similar to apps such as WebMD Allergy and Pollen.com.

* The app currently only supports the contiguous US and the UK. States such as Alaska and Hawaii are unfortunately not supported.*"
asthma log,Asthma Tracker,930849539,Kantonsspital Baselland,Free,2.83333,24,Medical,https://apps.apple.com/us/app/asthma-tracker/id930849539?uo=4,"Asthma Tracker 3 supports you in keeping your asthma diary up-to-date by making it easy to track your peak flow values, your asthma medication intake and your asthma related symptoms. In addition, you can add contextual information to each entry by either associating it with a pre-defined event (such as a doctor’s appointment) or with individual notes.

With the built-in reminder, you can set Asthma Tracker to remind you to take your daily base medication, to measure your peak flow and to record your symptoms. At the end of each month, it will also prompt you to complete the widely-known Asthma Control Test™ whose intent is to give you a rough idea as to how well controlled your asthma is.

The aggregated information in Asthma Tracker's chronological overview leverages the Health app to let you quickly asses how your asthma is progressing. Asthma Tracker stores and displays peak flow values stored in the Health app as well as puffs and symptoms alongside your daily step count. This way you can easily see how your daily activity influences your asthma and related symptoms.

Select individual days to get a more detailed view of each entry (peak flow, puffs or symptoms) on that particular day as well as the recorded step counts on that day.

Share your recorded asthma entries with your doctor during an appointment or take an in-depth look at it yourself on your desktop or other device with a bigger screen using the built-in integration with datalinker.io, our fully end-to-end encrypted solution for secure data transmission. Just visit web.datalinker.io, scan the QR code with Asthma Tracker and your entries are encrypted on your iPhone and copied securely to datalinker for temporal storage. From there you can show it to your doctor, print or save it to PDF.

Do you have feedback for us or do you need help? Visit us at www.asthma-app.com and use the feedback form on our website."
asthma log,myAir™ by Resmed,1109518523,Resmed,Free,4.66289,95419,Medical,https://apps.apple.com/us/app/myair-by-resmed/id1109518523?uo=4,"Take charge of your sleep therapy success with myAir™, an exclusive app available to Resmed AirSense™ and AirCurve™ users.

GUIDED SETUP

Whether you set up your equipment at home or in person, myAir helps you get started with confidence and ease. The Personal Therapy Assistant* feature provides interactive voice-guided instructions to help you set up your equipment and fit your mask. myAir's Test Drive* feature helps you get comfortable with therapy using your machine at different levels of air pressure. The app also offers a Library of helpful videos and guides that show you how to set up your specific AirSense or AirCurve machine and Resmed mask, as well as how to get comfortable on therapy.

PERSONALIZED SUPPORT

Getting used to therapy can take a little time, but with the right support you can enjoy a great night's sleep. myAir acts like your personal sleep coach. It guides you through therapy and connects you to the support you need, when you need it.

myAir offers tailored coaching, tips and videos to increase your comfort and success. For example, if you have problems with your mask seal, myAir will provide tips about how to fix it. The app also offers a full Library of helpful videos and guides to answer common questions.

Along the way, you'll get email and push notifications that encourage and support you. With regular check-ins*, myAir proactively prompts you to see how your therapy is going and provides coaching if you have problems. With your prior consent, myAir also shares your therapy insights with your healthcare team* so they can be more connected to your care.

SLEEP THERAPY TRACKING

With myAir, you can easily access your daily sleep therapy data to monitor your therapy progress. Simply log in to see your nightly myAir score, which shows how well you slept on therapy at a glance. Detailed metrics help you track your therapy progress over time. You can also download a therapy summary report to keep for your records or share with your healthcare provider.

INTEGRATED WITH HEALTH APPLICATIONS 

myAir integrates with Apple Health and Health Connect to display the health data you track alongside your Resmed therapy data.

Learn more at Resmed.com/myAir.

*Feature available only with an AirSense 11 machine. Not available with AirSense 10 or AirCurve 10.

Note: myAir is available only for Resmed AirSense and AirCurve machines with built-in wireless connectivity. For the AirMini™ machine, please download the AirMini by Resmed app.

Always seek the advice of a physician or other qualified health provider with any questions you may have regarding a medical condition. If you think you are experiencing a medical emergency, seek immediate medical attention."
asthma log,ASTHMA,1179637672,daren taylor,Free,4.5,4,Health & Fitness,https://apps.apple.com/us/app/asthma/id1179637672?uo=4,"For anyone with asthma this app is a godsend. 

Daily reminder, reminds you to take your preventative each day.

Leave home reminder, reminds you to take you inhaler when you leave home.

Emergency assistance guides you through an episode (asthma attack) to use correct medication and know when to call for the emergency services."
asthma log,Airofit,1469023267,Airofit A/S,Free,4.46441,1335,Health & Fitness,https://apps.apple.com/us/app/airofit/id1469023267?uo=4,"Breath training has been under-prioritized in sports for too long, though scientific studies continuously prove its multiple benefits. Airofit has developed the first-ever breathing trainer that connects respiratory training with state-of-the-art app technology. Once the app is paired with the Airofit breathing trainer, you will need to take a lung test to measure your respiratory strength. After taking the lung test, you will have the option to choose one of the many programs to train your breathing. The programs will be customized according to your preference and physical condition. As a result, you can practice your breathing and keep track of your progress to see your improvements.
The Airofit app is packed with loads of features, including:

* INFORMATIVE LUNG TESTS: Measure your vital lung capacity and your maximal respiratory pressures.
* TARGETED TRAINING PROGRAMS: Improve your physical performance by training towards specific goals.
* CHALLENGING EXERCISES: Follow visual and audio instructions of how to breathe when you train.
* ENGAGING ACTIVITY TRACKING: Track your progress and review your records for all the trainings and tests.
* EASY PERSONAL CUSTOMIZATION: Set up reminders and personalize your profile to create the most out of your trainings.

You can target you breathing training towards one of several goals, including:
* RESPIRATORY STRENGTH:  Enhance your respiratory power by training the strength of your lung muscles.
* ANAEROBIC TOLERANCE: Increase your body's resistance towards lactate by increasing your ability to hold your breath.
* VITAL LUNG CAPACITY: Increase your vital lung capacity by improving the flexibility of your lung muscles.
* INSTANT PERFORMANCE: Boost your blood circulation and mental focus by breathing properly, just before important performances.
* RELAXATION: Strengthen your state of mind and reduce stress levels by following meditative breathing patterns. 

Airofit is proven to improve your physical performance by up to 8% within just 8 weeks, training only 5-10 minutes twice a day. So, are you ready to join the top performing athletes who breathe better and strive to beat yesterday?
Learn more about Airofit at Airofit.com.
Terms of sale and service: https://www.airofit.com/pages/terms
Jurisdiction Statement:
Our app has obtained regulatory clearance for medical hardware in the European Union (EU) and complies with EU medical device regulations. However, we want to emphasize that our commitment to safety and compliance extends beyond the EU borders. Our products are designed to meet the highest international standards and are suitable for use in multiple jurisdictions. Users from all over the world can benefit from our app, knowing that it upholds the rigorous quality and safety standards required for medical hardware.
Disclaimer: Airofit is not a medical app but a training app for respiratory muscles. please contact your doctor for any medical/health related issues."
asthma log,Air Quality & Pollen - AirCare,1190987663,"AirCare Data, Inc.",Free,4.78085,3176,Weather,https://apps.apple.com/us/app/air-quality-pollen-aircare/id1190987663?uo=4,"AirCare - the award winning app to track air quality & pollen! Featured in Forbes, BBC, NASA, Google, and awarded by the United Nations!

What's included:
- AQI - Air Quality Index: Stay safe from air pollution in any country around the world
- Pollen Tracking and Forecasts: Avoid allergies by following 5 types of pollen in the US and Europe (Tree - Birch, Grass, Ragweed, Olive, Alder)
- UV Index Tracking and Forecasts: Don't get sunburn on the beach, know when to seek shade
- Fire Hotspots - Know where NASA satellites picked up wildfires on the ground
- Breezy AI Chat - Talk with out chatbot and ask it questions using our live data
- Breakdown of Air Pollutants: See details about PM10, PM2.5, NO2, CO, SO2, O3 in the air

PRO users also get access to:
- Home Screen Widgets
- Push Notifications on Level Changes
- Apple Watch Support
- No Ads
- Extended History & Forecasts
- Extended Access to Breezy AI Chat

Where do we get out data from:
AirCare uses a multitude of satellite, ground and weather stations to calculate the most accurate AQI for a location. Our sources include:
- Purple Air
- Environmental Protection Agency (EPA)
- Sensor Community (Luftdaten)
- 40+ other government, university and volunteer networks of sensors

Download AirCare now and find out why millions of people have already used the app to know what they breathe!

By using our app, you agree to the Terms of Use stated here: https://getaircare.com/projects/eula.html"
asthma log,Carby Health,1152807572,"Carbon Health Technologies, Inc.",Free,4.79157,16010,Medical,https://apps.apple.com/us/app/carby-health/id1152807572?uo=4,"Great healthcare should be easy and accessible for everyone. That's why Carbon Health helps you get care that doesn't end when you leave the clinic. Our easy-to-use app allows you to book appointments, message your provider, view your health history, and manage your prescriptions — all in one place.
 
With Carbon Health’s mobile app, you can:
 
- Book a virtual or in-person appointment that fits your schedule 
- Get care for your body and mind, whether it's urgent or preventive
- Find a provider that prioritizes you
- Message your care team
- View medical records — including lab results, prescriptions, care plans, X-rays, and more!
- Follow through on your care plan with personalized, easy-to-complete tasks
- Reference upcoming milestones like booking an in-clinic follow up appointment through our health checklists
- Participate in personalized chronic condition programs, including diabetes management (and soon hypertension and asthma)
- Get provider recommendations based on your connected-device health data, including continuous glucose monitoring

To access your medical information, you will need to be a patient of Carbon Health. Join today at https://carbonhealth.com/.

Some of the benefits we offer:
- No membership fees
- Coverage through most insurance plans 
- Telemedicine across the United States
- Timely appointments for COVID-19 antibody and travel testing
 
Have feedback or need help? Select Contact Support within the app."
asthma log,Asthma & Medication Tracker,6751771891,Shinobi Apps,Free,0,0,Medical,https://apps.apple.com/us/app/asthma-medication-tracker/id6751771891?uo=4,"Asthma Tracker — your personal companion for monitoring asthma, inhalers and medications use.

Asthma Tracker helps you stay in control of your asthma by logging peak flow measurements, inhaler usage, and medications. With clear charts, reminders, and HealthKit integration, you can better understand your condition and share insights with your doctor.

Key Features

Track Peak Flow — log your daily peak expiratory flow rate and see trends over time.

Monitor Inhaler Use — record every puff, set usage limits, and get reminders.

Medication Reminders — never miss a dose with simple daily scheduling.

Clear Analytics — visualize symptoms, triggers, and progress with easy-to-read charts.

Export Your Data — share detailed reports with your healthcare provider.

Apple Health Integration — sync your peak flow and inhaler data directly with HealthKit.

Whether you want to reduce flare-ups, keep an eye on inhaler use, or better understand your asthma patterns, Asthma Tracker puts the right tools in your hands.

Stay informed. Stay in control.

Privacy: https://shinobiapps.com/privacy-policy/
Terms: https://shinobiapps.com/terms-of-use/"
